,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_x,zri_y
34622,20003,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,2278.691203626789,2322.0
34623,20003,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,2277.0519925706294,2332.0
34624,20003,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,2277.719575366561,2344.0
34625,20003,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,2280.182128789557,2352.0
34626,20003,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,2284.4532585835086,2357.0
34627,20003,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,2290.5393485254967,2363.0
34628,20003,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,2297.9446098448993,2382.0
34629,20003,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,2305.0991085892933,2394.0
34630,20003,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,2310.7809032347254,2406.0
34631,20003,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,2313.2992016714725,2342.0
34692,20005,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,2289.5591743590458,2295.0
34693,20005,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,2301.901311818867,2297.0
34694,20005,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,2308.822625779177,2307.0
34695,20005,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,2309.3289849589382,2314.0
34696,20005,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,2307.1444850607495,2317.0
34697,20005,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,2305.5024262068246,2324.0
34698,20005,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,2305.147334371135,2336.0
34699,20005,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,2305.8559686328617,2341.0
34700,20005,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,2306.358040378474,2352.0
34701,20005,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,2308.398593200192,2354.0
34702,20005,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,2310.5473439376997,2370.0
34703,20005,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,2313.176363266196,2329.0
34764,20007,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,2170.6410786840966,2169.0
34765,20007,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,2173.639538034056,2156.0
34766,20007,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,2175.3452147511,2136.0
34767,20007,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,2176.609705372568,2126.0
34768,20007,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,2178.0990204682907,2118.0
34769,20007,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,2180.330029101197,2123.0
34770,20007,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,2185.3299616707754,2135.0
34771,20007,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,2189.572102084707,2145.0
34772,20007,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,2193.4252117114897,2153.0
34773,20007,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,2196.960013753928,2153.0
34774,20007,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,2199.0060642323474,2188.0
34775,20007,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,2201.700033689258,2204.0
34836,20008,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,2044.553176482853,2045.0
34837,20008,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,2043.4316819336614,2034.0000000000002
34838,20008,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,2046.3182566754824,2028.0000000000002
34839,20008,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,2050.6416728539066,2032.0
34840,20008,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,2054.9019976788086,2048.0
34841,20008,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,2058.2278750627083,2072.0
34842,20008,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,2061.3508348743317,2097.0
34843,20008,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,2064.070609537095,2113.0
34844,20008,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,2065.495045414973,2127.0
34845,20008,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,2066.8366635956545,2135.0
34846,20008,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,2068.050818254001,2127.0
34847,20008,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,2069.7925171346697,2118.0
34908,20009,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,2326.1811872817443,2347.0
34909,20009,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,2324.5895246602327,2351.0
34910,20009,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,2323.1171929658863,2355.0
34911,20009,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,2323.117725993017,2367.0
34912,20009,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,2325.0217383314975,2381.0
34913,20009,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,2328.8061224779804,2387.0
34914,20009,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,2333.381514024162,2387.0
34915,20009,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,2336.801917265353,2389.0
34916,20009,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,2341.9617672771633,2395.0
34917,20009,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,2345.1450616057705,2406.0
34918,20009,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,2348.127401015857,2426.0
34919,20009,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,2349.498946291496,2393.0
34980,20010,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,2140.2441831524984,2138.0
34981,20010,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,2150.765556987781,2154.0
34982,20010,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,2156.6929139042386,2167.0
34983,20010,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,2160.820791711566,2172.0
34984,20010,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,2164.681849167669,2181.0
34985,20010,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,2167.790509175078,2189.0
34986,20010,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,2171.1376690505876,2198.0
34987,20010,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,2173.716167233401,2219.0
34988,20010,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,2176.0919881103973,2221.0
34989,20010,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,2178.2315545426986,2200.0
34990,20010,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,2183.0733426131346,2262.0
34991,20010,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,2187.345484766557,2253.0
35052,20011,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,1903.7426968632278,1937.0
35053,20011,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,1910.123717708102,1936.0000000000002
35054,20011,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,1914.667864692745,1931.9999999999998
35055,20011,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,1917.5966175932263,1936.0000000000002
35056,20011,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,1919.936727605552,1938.0000000000002
35057,20011,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,1920.5201285111702,1947.0
35058,20011,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,1920.5238147372033,1961.0
35059,20011,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,1920.0018662827308,1979.0
35060,20011,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,1920.0920447395733,1987.0
35061,20011,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,1921.1944304656292,2001.0
35062,20011,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,1923.324254458262,1983.0
35063,20011,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,1925.6837434188344,1939.0
35124,20019,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,1692.7623856074606,1711.0
35125,20019,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,1686.594174288272,1702.0
35126,20019,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,1677.6127013360513,1684.9999999999998
35127,20019,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,1670.6967583777734,1682.0000000000002
35128,20019,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,1665.0494617679885,1691.9999999999998
35129,20019,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,1660.6712038624487,1687.0
35130,20019,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,1659.9830687417923,1679.0
35131,20019,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,1660.1456827181403,1665.0
35132,20019,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,1661.1407778842906,1650.0
35133,20019,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,1664.5316683614037,1666.0
35134,20019,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,1665.101426662753,1687.0
35135,20019,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,1664.3734351030118,1647.0
35196,20020,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,1670.8307004930655,1678.0000000000002
35197,20020,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,1665.5282579732911,1662.0
35198,20020,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,1657.401605814646,1623.0
35199,20020,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,1648.4300167766714,1606.0
35200,20020,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,1637.7784949410188,1590.0
35201,20020,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,1628.676823918249,1580.0
35202,20020,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,1622.5552206569992,1567.0
35203,20020,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,1618.498871707423,1557.0
35204,20020,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,1616.571917021183,1543.0
35205,20020,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,1615.412865120733,1566.0
35206,20020,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,1616.3944664404755,1600.0
35207,20020,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,1617.556896093921,1606.0
35268,20024,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,2358.611068216134,2348.0
35269,20024,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,2369.871570126367,2345.0
35270,20024,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,2375.9721834667907,2366.0
35271,20024,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,2377.9810547712495,2386.0
35272,20024,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,2378.0632030496295,2404.0
35273,20024,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,2378.6546188936773,2431.0
35274,20024,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,2379.8014088763753,2452.0
35275,20024,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,2382.3642008537677,2460.0
35276,20024,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,2388.6418134119876,2462.0
35277,20024,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,2394.896181553687,2469.0
35278,20024,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,2401.7249393704933,2435.0
35279,20024,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,2407.9557657145237,2390.5
35340,20037,2019,1,2019-01-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-01,2381.10702242453,2420.0
35341,20037,2019,2,2019-02-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-02,2386.7275511259627,2413.0
35342,20037,2019,3,2019-03-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-03,2392.1689470487695,2403.0
35343,20037,2019,4,2019-04-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-04,2397.88998634309,2402.0
35344,20037,2019,5,2019-05-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-05,2401.989185527276,2411.0
35345,20037,2019,6,2019-06-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-06,2404.893638900104,2419.0
35346,20037,2019,7,2019-07-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-07,2408.5784439134486,2429.0
35347,20037,2019,8,2019-08-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-08,2411.5256244470947,2447.0
35348,20037,2019,9,2019-09-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-09,2414.8128445466646,2468.0
35349,20037,2019,10,2019-10-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-10,2417.586589558407,2489.0
35350,20037,2019,11,2019-11-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-11,2421.1470142990433,2496.0
35351,20037,2019,12,2019-12-01,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,2019-12,2423.309484050881,2522.0
35412,20109,2019,1,2019-01-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-01,1462.1727015937727,1459.9999999999998
35413,20109,2019,2,2019-02-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-02,1463.1919731924645,1457.0
35414,20109,2019,3,2019-03-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-03,1463.2602431353566,1453.0
35415,20109,2019,4,2019-04-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-04,1463.3004026896404,1459.9999999999998
35416,20109,2019,5,2019-05-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-05,1463.423660753755,1469.0000000000002
35417,20109,2019,6,2019-06-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-06,1463.5801918017783,1478.0
35418,20109,2019,7,2019-07-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-07,1463.8032909745189,1485.0
35419,20109,2019,8,2019-08-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-08,1463.7020705462528,1488.0
35420,20109,2019,9,2019-09-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-09,1463.4928769343724,1487.0
35421,20109,2019,10,2019-10-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-10,1463.2683132550278,1489.0
35422,20109,2019,11,2019-11-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-11,1463.3036289987012,1465.0
35423,20109,2019,12,2019-12-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-12,1463.5206867181728,1462.0
35484,20110,2019,1,2019-01-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-01,1419.3819290025858,1404.0
35485,20110,2019,2,2019-02-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-02,1425.8708570819167,1396.0
35486,20110,2019,3,2019-03-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-03,1430.3781622996914,1401.0
35487,20110,2019,4,2019-04-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-04,1433.6175849837516,1405.0
35488,20110,2019,5,2019-05-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-05,1434.6087050307638,1415.0
35489,20110,2019,6,2019-06-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-06,1434.442566376488,1423.0
35490,20110,2019,7,2019-07-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-07,1435.2622970894195,1439.0
35491,20110,2019,8,2019-08-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-08,1437.0058868309943,1447.0
35492,20110,2019,9,2019-09-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-09,1438.5460067507904,1447.0
35493,20110,2019,10,2019-10-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-10,1439.4097867575858,1469.0
35494,20110,2019,11,2019-11-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-11,1439.9078995033487,1489.0
35495,20110,2019,12,2019-12-01,Manassas,VA,Washington-Arlington-Alexandria,Prince William County,2019-12,1440.6258581669779,1484.0
35556,20147,2019,1,2019-01-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-01,1615.4530711592083,1593.0
35557,20147,2019,2,2019-02-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-02,1611.4502814285606,1595.0
35558,20147,2019,3,2019-03-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-03,1609.860187834507,1600.0
35559,20147,2019,4,2019-04-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-04,1611.2141238483073,1618.0
35560,20147,2019,5,2019-05-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-05,1615.3614845702207,1645.0
35561,20147,2019,6,2019-06-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-06,1618.8056899648898,1673.0
35562,20147,2019,7,2019-07-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-07,1622.4856541477102,1689.9999999999998
35563,20147,2019,8,2019-08-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-08,1625.760931838517,1689.0
35564,20147,2019,9,2019-09-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-09,1629.1934983240458,1680.9999999999998
35565,20147,2019,10,2019-10-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-10,1632.7119878246015,1670.0
35566,20147,2019,11,2019-11-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-11,1635.9089867558,1673.0
35567,20147,2019,12,2019-12-01,Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,2019-12,1637.1208894767772,1658.0000000000002
35628,20175,2019,1,2019-01-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-01,1659.3833794637949,1621.0
35629,20175,2019,2,2019-02-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-02,1668.4804653584745,1625.0000000000002
35630,20175,2019,3,2019-03-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-03,1676.1745037959524,1625.0000000000002
35631,20175,2019,4,2019-04-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-04,1678.834768072887,1641.0
35632,20175,2019,5,2019-05-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-05,1678.2562703497713,1660.9999999999998
35633,20175,2019,6,2019-06-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-06,1677.925860223849,1694.0
35634,20175,2019,7,2019-07-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-07,1677.4606986037115,1713.0000000000002
35635,20175,2019,8,2019-08-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-08,1678.092409023757,1721.0
35636,20175,2019,9,2019-09-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-09,1678.5219699224072,1720.0
35637,20175,2019,10,2019-10-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-10,1678.7901626231605,1687.9999999999998
35638,20175,2019,11,2019-11-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-11,1678.7842301606022,1672.0
35639,20175,2019,12,2019-12-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-12,1678.6447972412193,1663.0
35700,20176,2019,1,2019-01-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-01,1638.2261709043112,1623.9999999999998
35701,20176,2019,2,2019-02-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-02,1647.5532534242966,1636.0
35702,20176,2019,3,2019-03-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-03,1652.3687532633921,1660.9999999999998
35703,20176,2019,4,2019-04-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-04,1652.7792616640045,1689.0
35704,20176,2019,5,2019-05-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-05,1651.1151337984982,1692.0
35705,20176,2019,6,2019-06-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-06,1647.3885147840624,1672.0
35706,20176,2019,7,2019-07-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-07,1646.3073062655806,1657.0
35707,20176,2019,8,2019-08-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-08,1645.9476354959477,1636.0
35708,20176,2019,9,2019-09-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-09,1645.4556146582795,1618.0
35709,20176,2019,10,2019-10-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-10,1645.3138468063814,1619.0
35710,20176,2019,11,2019-11-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-11,1645.1584170378062,1623.9999999999998
35711,20176,2019,12,2019-12-01,Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,2019-12,1645.1684314801676,1618.0
35772,20740,2019,1,2019-01-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-01,1650.157819702274,1671.0
35773,20740,2019,2,2019-02-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-02,1652.6643085062826,1676.0
35774,20740,2019,3,2019-03-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-03,1651.7483979556828,1661.9999999999998
35775,20740,2019,4,2019-04-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-04,1651.1733594616278,1641.0000000000002
35776,20740,2019,5,2019-05-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-05,1651.4422388917606,1627.0
35777,20740,2019,6,2019-06-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-06,1651.966892092101,1625.0000000000002
35778,20740,2019,7,2019-07-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-07,1652.5690973544358,1630.9999999999998
35779,20740,2019,8,2019-08-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-08,1652.276470656132,1633.0
35780,20740,2019,9,2019-09-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-09,1651.8404148024515,1632.0
35781,20740,2019,10,2019-10-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-10,1651.7769980522048,1614.0
35782,20740,2019,11,2019-11-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-11,1651.8659173022882,1593.0
35783,20740,2019,12,2019-12-01,College Park,MD,Washington-Arlington-Alexandria,Prince Georges County,2019-12,1652.1492296713,1583.0
35844,20814,2019,1,2019-01-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-01,1949.5984467508235,1971.0
35845,20814,2019,2,2019-02-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-02,1952.8216151467109,1984.0
35846,20814,2019,3,2019-03-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-03,1958.7653455737238,1992.0
35847,20814,2019,4,2019-04-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-04,1968.2492386087808,2003.9999999999998
35848,20814,2019,5,2019-05-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-05,1974.9647185431104,2007.0
35849,20814,2019,6,2019-06-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-06,1983.1832632802868,2030.0000000000002
35850,20814,2019,7,2019-07-01,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,2019-07,1989.5570681127156,2055.0
