,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_predict,zri_actual,residual
87546,94110,2019,7,2019-07-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-07,3981.77689141839,3988.0,-6.223108581610177
87547,94110,2019,8,2019-08-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-08,3983.7951077962093,4026.0,-42.20489220379068
87548,94110,2019,9,2019-09-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-09,3981.0884932251424,4065.0,-83.91150677485757
87549,94110,2019,10,2019-10-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-10,3906.9690539784615,4044.0,-137.0309460215385
87550,94110,2019,11,2019-11-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-11,3949.3142814697662,4008.0,-58.68571853023377
87551,94110,2019,12,2019-12-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-12,3945.951636025554,3983.0,-37.04836397444615
87612,94115,2019,1,2019-01-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-01,3492.4720618578845,3556.0,-63.527938142115545
87613,94115,2019,2,2019-02-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-02,3524.782377800108,3587.0,-62.21762219989205
87614,94115,2019,3,2019-03-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-03,3539.6226269173844,3586.0,-46.37737308261558
87615,94115,2019,4,2019-04-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-04,3576.5402238043407,3589.0,-12.459776195659288
87616,94115,2019,5,2019-05-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-05,3552.81085178221,3593.0,-40.18914821778981
87617,94115,2019,6,2019-06-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-06,3557.0867334979694,3609.0,-51.91326650203064
87618,94115,2019,7,2019-07-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-07,3546.9537756946706,3635.0,-88.04622430532936
87619,94115,2019,8,2019-08-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-08,3604.5799252234965,3663.0,-58.4200747765035
87620,94115,2019,9,2019-09-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-09,3543.027451161638,3694.0,-150.97254883836194
87621,94115,2019,10,2019-10-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-10,3506.788152983891,3701.0,-194.211847016109
87622,94115,2019,11,2019-11-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-11,3541.219640946849,3742.0,-200.7803590531512
87623,94115,2019,12,2019-12-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-12,3533.6486782121424,3729.0,-195.35132178785761
87684,94158,2019,1,2019-01-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-01,4057.1379633122056,3903.0,154.13796331220556
87685,94158,2019,2,2019-02-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-02,4154.99750068758,3884.0,270.9975006875802
87686,94158,2019,3,2019-03-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-03,4131.667274991418,3877.0,254.6672749914178
87687,94158,2019,4,2019-04-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-04,4182.89844112301,3882.0,300.89844112301034
87688,94158,2019,5,2019-05-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-05,4169.471735428969,3906.0,263.4717354289687
87689,94158,2019,6,2019-06-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-06,4109.188960079302,3946.0,163.18896007930198
87690,94158,2019,7,2019-07-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-07,4120.997197346581,3976.0,144.99719734658083
87691,94158,2019,8,2019-08-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-08,4116.729020847558,3989.0,127.72902084755788
87692,94158,2019,9,2019-09-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-09,4070.6861123146896,3997.0,73.68611231468958
87693,94158,2019,10,2019-10-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-10,4007.7892671536374,3990.0,17.78926715363741
87694,94158,2019,11,2019-11-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-11,4118.950612688772,4019.0,99.9506126887718
87695,94158,2019,12,2019-12-01,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2019-12,4085.0816738161434,3950.0,135.0816738161434
87756,94401,2019,1,2019-01-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-01,2880.9375759974123,2861.0,19.937575997412296
87757,94401,2019,2,2019-02-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-02,2885.0458778848406,2879.0,6.045877884840593
87758,94401,2019,3,2019-03-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-03,2855.005929828509,2882.0,-26.994070171490876
87759,94401,2019,4,2019-04-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-04,2859.5464267490747,2887.0,-27.453573250925274
87760,94401,2019,5,2019-05-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-05,2844.5918171436015,2901.0,-56.408182856398525
87761,94401,2019,6,2019-06-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-06,2825.7239523065446,2910.0,-84.27604769345544
87762,94401,2019,7,2019-07-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-07,2822.077736697643,2926.0,-103.9222633023569
87763,94401,2019,8,2019-08-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-08,2859.3232471563924,2934.0,-74.67675284360757
87764,94401,2019,9,2019-09-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-09,2826.9161273695363,2933.0,-106.0838726304637
87765,94401,2019,10,2019-10-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-10,2749.022891041852,2890.0,-140.97710895814816
87766,94401,2019,11,2019-11-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-11,2815.805194214361,2871.0,-55.19480578563889
87767,94401,2019,12,2019-12-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-12,2814.7774349558445,2817.0,-2.2225650441555445
87828,94403,2019,1,2019-01-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-01,3110.5360762585155,3079.0,31.53607625851555
87829,94403,2019,2,2019-02-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-02,3094.739540837765,3059.0,35.73954083776516
87830,94403,2019,3,2019-03-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-03,3060.32693816154,3052.0,8.326938161540056
87831,94403,2019,4,2019-04-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-04,3049.96748244405,3062.0,-12.032517555950108
87832,94403,2019,5,2019-05-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-05,3068.7567483152534,3096.0,-27.24325168474661
87833,94403,2019,6,2019-06-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-06,3033.4145545043934,3154.0,-120.58544549560656
87834,94403,2019,7,2019-07-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-07,3061.0118943600082,3197.0,-135.98810563999177
87835,94403,2019,8,2019-08-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-08,3066.4818677454377,3230.0,-163.51813225456226
87836,94403,2019,9,2019-09-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-09,3039.8519589217767,3237.0,-197.1480410782233
87837,94403,2019,10,2019-10-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-10,2964.4393274733225,3210.0,-245.56067252667754
87838,94403,2019,11,2019-11-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-11,3021.661414825902,3196.0,-174.33858517409817
87839,94403,2019,12,2019-12-01,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-12,3011.242793726104,3164.0,-152.75720627389592
87900,94404,2019,1,2019-01-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-01,3154.2339416988175,3149.0,5.233941698817489
87901,94404,2019,2,2019-02-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-02,3151.312010527493,3172.0,-20.68798947250707
87902,94404,2019,3,2019-03-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-03,3131.089155112992,3193.0,-61.9108448870079
87903,94404,2019,4,2019-04-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-04,3139.709348350768,3222.0,-82.29065164923213
87904,94404,2019,5,2019-05-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-05,3124.18586736803,3248.0,-123.8141326319701
87905,94404,2019,6,2019-06-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-06,3086.4564994837315,3291.0,-204.54350051626852
87906,94404,2019,7,2019-07-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-07,3073.5411776769265,3319.0,-245.4588223230735
87907,94404,2019,8,2019-08-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-08,3149.2384038909745,3332.0,-182.7615961090255
87908,94404,2019,9,2019-09-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-09,3164.142732829684,3323.0,-158.85726717031594
87909,94404,2019,10,2019-10-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-10,3061.573957758069,3249.0,-187.4260422419311
87910,94404,2019,11,2019-11-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-11,3136.9227156175557,3282.0,-145.0772843824443
87911,94404,2019,12,2019-12-01,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,2019-12,3141.0162059624877,3286.0,-144.98379403751233
87972,94501,2019,1,2019-01-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-01,2661.449038951242,2619.0,42.44903895124207
87973,94501,2019,2,2019-02-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-02,2652.38064145155,2633.0,19.38064145155022
87974,94501,2019,3,2019-03-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-03,2670.342174726465,2648.0,22.342174726465146
87975,94501,2019,4,2019-04-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-04,2681.0380069961584,2662.0,19.0380069961584
87976,94501,2019,5,2019-05-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-05,2683.326910406943,2678.0,5.3269104069431705
87977,94501,2019,6,2019-06-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-06,2702.4768399289333,2683.0,19.47683992893326
87978,94501,2019,7,2019-07-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-07,2711.5824682208845,2681.0,30.582468220884493
87979,94501,2019,8,2019-08-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-08,2716.755592124229,2683.0,33.755592124229224
87980,94501,2019,9,2019-09-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-09,2743.0892961287514,2684.0,59.08929612875136
87981,94501,2019,10,2019-10-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-10,2614.721828104302,2652.0,-37.27817189569805
87982,94501,2019,11,2019-11-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-11,2698.1718398205476,2662.0,36.171839820547575
87983,94501,2019,12,2019-12-01,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,2019-12,2695.513601942626,2702.0,-6.486398057374117
88044,94509,2019,1,2019-01-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-01,1929.019064837334,1947.0,-17.9809351626659
88045,94509,2019,2,2019-02-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-02,1934.2045397953323,1967.0,-32.795460204667734
88046,94509,2019,3,2019-03-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-03,1923.828201439823,1968.0,-44.17179856017697
88047,94509,2019,4,2019-04-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-04,1926.623119441607,1973.0,-46.37688055839294
88048,94509,2019,5,2019-05-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-05,1893.850316710736,1974.0,-80.14968328926398
88049,94509,2019,6,2019-06-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-06,1889.624924824695,1981.0,-91.37507517530503
88050,94509,2019,7,2019-07-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-07,1897.6136998014972,1992.0,-94.3863001985028
88051,94509,2019,8,2019-08-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-08,1886.7886669430493,1997.0,-110.2113330569507
88052,94509,2019,9,2019-09-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-09,1854.5217788108978,2004.0,-149.47822118910221
88053,94509,2019,10,2019-10-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-10,1760.7107004849822,1963.0,-202.28929951501777
88054,94509,2019,11,2019-11-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-11,1854.2305464848387,1922.0,-67.76945351516133
88055,94509,2019,12,2019-12-01,Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-12,1868.5073452706777,1895.0,-26.49265472932234
88116,94530,2019,1,2019-01-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-01,2531.9041072815216,2451.0,80.90410728152165
88117,94530,2019,2,2019-02-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-02,2540.6414037347085,2430.0,110.64140373470855
88118,94530,2019,3,2019-03-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-03,2507.496064668901,2398.0,109.496064668901
88119,94530,2019,4,2019-04-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-04,2528.914264277459,2383.0,145.9142642774591
88120,94530,2019,5,2019-05-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-05,2524.7184549313115,2373.0,151.7184549313115
88121,94530,2019,6,2019-06-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-06,2522.322422718574,2378.0,144.32242271857422
88122,94530,2019,7,2019-07-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-07,2549.064924165252,2378.0,171.0649241652518
88123,94530,2019,8,2019-08-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-08,2573.8961183888778,2380.0,193.89611838887777
88124,94530,2019,9,2019-09-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-09,2521.339642549999,2383.0,138.3396425499991
88125,94530,2019,10,2019-10-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-10,2474.810213949133,2413.0,61.81021394913296
88126,94530,2019,11,2019-11-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-11,2532.412191600872,2428.0,104.41219160087212
88127,94530,2019,12,2019-12-01,El Cerrito,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-12,2538.9803966427926,2418.0,120.98039664279258
88188,94538,2019,1,2019-01-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-01,2519.1479831078923,2458.0,61.14798310789229
88189,94538,2019,2,2019-02-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-02,2511.9637670099683,2453.0,58.96376700996825
88190,94538,2019,3,2019-03-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-03,2520.908596874841,2453.0,67.9085968748409
88191,94538,2019,4,2019-04-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-04,2531.1656904556,2456.0,75.16569045559982
88192,94538,2019,5,2019-05-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-05,2537.802010249866,2470.0,67.80201024986582
88193,94538,2019,6,2019-06-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-06,2537.3873648355093,2530.0,7.387364835509288
88194,94538,2019,7,2019-07-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-07,2558.5038460166706,2555.0,3.50384601667065
88195,94538,2019,8,2019-08-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-08,2550.9191158171884,2562.0,-11.080884182811587
88196,94538,2019,9,2019-09-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-09,2548.4940616074346,2555.0,-6.50593839256544
88197,94538,2019,10,2019-10-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-10,2454.6517309023307,2537.0,-82.34826909766934
88198,94538,2019,11,2019-11-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-11,2523.669264164775,2560.0,-36.330735835224914
88199,94538,2019,12,2019-12-01,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,2019-12,2529.655700336076,2580.0,-50.344299663924176
88260,94541,2019,1,2019-01-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-01,2457.8761809549464,2384.0,73.87618095494645
88261,94541,2019,2,2019-02-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-02,2459.877115906811,2392.0,67.87711590681101
88262,94541,2019,3,2019-03-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-03,2425.507356480838,2388.0,37.5073564808381
88263,94541,2019,4,2019-04-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-04,2419.465671579983,2387.0,32.46567157998288
88264,94541,2019,5,2019-05-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-05,2435.293844984446,2377.0,58.29384498444597
88265,94541,2019,6,2019-06-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-06,2451.4754156016834,2444.0,7.47541560168338
88266,94541,2019,7,2019-07-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-07,2505.707763240459,2468.0,37.70776324045892
88267,94541,2019,8,2019-08-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-08,2526.389941470135,2475.0,51.389941470135
88268,94541,2019,9,2019-09-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-09,2536.462480796853,2473.0,63.462480796853015
88269,94541,2019,10,2019-10-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-10,2402.613261385589,2447.0,-44.386738614411115
88270,94541,2019,11,2019-11-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-11,2468.9408133368424,2489.0,-20.05918666315756
88271,94541,2019,12,2019-12-01,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,2019-12,2494.989708183776,2500.0,-5.010291816223798
88332,94549,2019,1,2019-01-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-01,2746.64709937573,2818.0,-71.3529006242702
88333,94549,2019,2,2019-02-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-02,2750.669824370812,2813.0,-62.330175629188034
88334,94549,2019,3,2019-03-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-03,2728.0297691660376,2756.0,-27.970230833962432
88335,94549,2019,4,2019-04-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-04,2732.9229259158974,2720.0,12.922925915897395
88336,94549,2019,5,2019-05-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-05,2731.7100287724356,2730.0,1.710028772435635
88337,94549,2019,6,2019-06-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-06,2739.463091989035,2762.0,-22.536908010964908
88338,94549,2019,7,2019-07-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-07,2745.116949019437,2773.0,-27.883050980562984
88339,94549,2019,8,2019-08-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-08,2751.2767250596203,2788.0,-36.723274940379724
88340,94549,2019,9,2019-09-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-09,2701.4184505276553,2745.0,-43.581549472344705
88341,94549,2019,10,2019-10-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-10,2692.5550143637097,2753.0,-60.44498563629031
88342,94549,2019,11,2019-11-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-11,2767.576237178557,2707.0,60.57623717855722
88343,94549,2019,12,2019-12-01,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-12,2780.0937899437695,2677.0,103.09378994376948
88404,94565,2019,1,2019-01-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-01,2060.3622868309344,2004.0,56.36228683093441
88405,94565,2019,2,2019-02-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-02,2071.5385991385933,1989.0,82.53859913859333
88406,94565,2019,3,2019-03-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-03,2065.638083740774,1974.0,91.63808374077416
88407,94565,2019,4,2019-04-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-04,2084.534741265759,1957.0,127.53474126575884
88408,94565,2019,5,2019-05-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-05,2064.913301432046,1953.0,111.91330143204596
88409,94565,2019,6,2019-06-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-06,2075.8704087075057,1971.0,104.8704087075057
88410,94565,2019,7,2019-07-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-07,2107.139758174659,1994.0,113.13975817465916
88411,94565,2019,8,2019-08-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-08,2106.2998245242816,2006.0,100.29982452428158
88412,94565,2019,9,2019-09-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-09,2053.3952871624297,2002.0,51.39528716242967
88413,94565,2019,10,2019-10-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-10,2002.8427648362751,1966.0,36.84276483627514
88414,94565,2019,11,2019-11-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-11,2066.0175969854067,1955.0,111.01759698540673
88415,94565,2019,12,2019-12-01,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,2019-12,2078.3616992645048,1951.0,127.36169926450475
88476,94568,2019,1,2019-01-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-01,2845.3260305330286,2704.5,140.82603053302864
88477,94568,2019,2,2019-02-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-02,2874.6869933778135,2643.0,231.68699337781345
88478,94568,2019,3,2019-03-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-03,2892.2539470473203,2634.0,258.25394704732025
88479,94568,2019,4,2019-04-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-04,2891.1477064229985,2602.0,289.14770642299845
88480,94568,2019,5,2019-05-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-05,2891.0989241799675,2604.0,287.0989241799675
88481,94568,2019,6,2019-06-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-06,2885.554505933036,2635.0,250.55450593303613
88482,94568,2019,7,2019-07-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-07,2886.8288178544894,2639.0,247.82881785448944
88483,94568,2019,8,2019-08-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-08,2855.177769212059,2649.0,206.17776921205905
88484,94568,2019,9,2019-09-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-09,2890.951505600947,2624.0,266.9515056009468
88485,94568,2019,10,2019-10-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-10,2805.9145008477058,2603.0,202.91450084770577
88486,94568,2019,11,2019-11-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-11,2872.8935793080495,2623.0,249.89357930804954
88487,94568,2019,12,2019-12-01,Dublin,CA,San Francisco-Oakland-Hayward,Alameda County,2019-12,2851.6199071632486,2627.0,224.61990716324863
88548,94603,2019,1,2019-01-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-01,2443.402048277374,2378.0,65.40204827737398
88549,94603,2019,2,2019-02-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-02,2452.367113237165,2379.0,73.36711323716509
88550,94603,2019,3,2019-03-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-03,2438.7384534739613,2382.0,56.73845347396127
88551,94603,2019,4,2019-04-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-04,2434.115992469144,2394.0,40.1159924691442
88552,94603,2019,5,2019-05-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-05,2427.731753519603,2415.0,12.73175351960299
88553,94603,2019,6,2019-06-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-06,2444.6533780396917,2418.0,26.653378039691688
88554,94603,2019,7,2019-07-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-07,2475.035709535619,2443.0,32.035709535618935
88555,94603,2019,8,2019-08-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-08,2494.441468473774,2466.0,28.441468473773966
88556,94603,2019,9,2019-09-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-09,2506.42842172565,2485.0,21.42842172564997
88557,94603,2019,10,2019-10-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-10,2353.770905248632,2502.0,-148.22909475136794
88558,94603,2019,11,2019-11-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-11,2436.083141462845,2507.0,-70.9168585371549
88559,94603,2019,12,2019-12-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-12,2431.685400341112,2522.0,-90.3145996588878
88620,94608,2019,1,2019-01-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-01,2747.447112804482,2799.0,-51.552887195518
88621,94608,2019,2,2019-02-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-02,2775.1264942342686,2826.0,-50.87350576573135
88622,94608,2019,3,2019-03-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-03,2802.1405130104445,2854.0,-51.859486989555535
88623,94608,2019,4,2019-04-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-04,2820.1568882198826,2874.0,-53.8431117801174
88624,94608,2019,5,2019-05-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-05,2852.4307374656414,2880.0,-27.569262534358586
88625,94608,2019,6,2019-06-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-06,2894.650984105469,2901.0,-6.349015894531021
88626,94608,2019,7,2019-07-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-07,2922.631088269877,2903.0,19.631088269877182
88627,94608,2019,8,2019-08-01,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,2019-08,2916.2132999410937,2897.0,19.213299941093737
